Penalty Year,Agency Short,Action Type,Agency,Level of Government,Penalty Amount Adjusted For Eliminating Multiple Counting,Parent Short,Case ID,Civil/Criminal,Company,Court,Current Parent Company,Current Parent HQ Country,Current Parent HQ State,Current Parent ISIN,Current Parent Major Industry,Current Parent Ownership Structure,Current Parent Specific Industry,Current Parent Stock Ticker,Description,Facility Address,Facility City,Facility County,Facility Name,Facility State,Facility Zip,Info Source,Lawsuit Resolution,NAICS Code,NAICS Translation,Notes,Offense Group,Original System ID,PACER Link,Parent at the Time of the Penalty Announcement,Penalty Amount,Penalty Amount Adjusted For Eliminating Multiple Counting (Primary Offense),Penalty Date,Primary Offense,Private Litigation Case Title,Prosecution Agreement,Recap of Ownership Changes,Secondary Offense,Subtraction From Penalty Amount to Avoid Double Counting
2015,DoJ/US AG,agency action,Justice Department Civil Division,federal,212500000,1st Horizon,,civil,First Tennessee Bank N.A.,,First Horizon National,USA,Tennessee,US3205171057,financial services,publicly traded,banking,FHN,First Tennessee Bank N.A. agreed to pay $212.5 million to resolve allegations that it violated the False Claims Act by knowingly originating and underwriting mortgage loans insured by the Federal Housing Administration that did not meet applicable requirements.,,,,,,,https://www.justice.gov/opa/pr/first-tennessee-bank-na-agrees-pay-2125-million-resolve-false-claims-act-liability-arising,,,,,government-contracting-related offenses,,,First Horizon National,212500000,3820203463,6/1/2015,False Claims Act and related,,,,,0
2016,DoJ/US AG,agency action,Justice Department Civil Division,federal,52400000,Regions,,civil,Regions Bank,,Regions Financial,USA,Alabama,US7591EP1005,financial services,publicly traded,banking & securities,RF,Regions Bank agreed to pay $52.4 million to the United States to resolve allegations that it violated the False Claims Act by knowingly originating and underwriting mortgage loans insured by the U.S. Department of Housing and Urban Development's Federal Housing Administration that did not meet applicable requirements.,,,,,,,https://www.justice.gov/opa/pr/regions-bank-agrees-pay-524-million-resolve-alleged-false-claims-act-liability-arising-fha,,,,,government-contracting-related offenses,,,Regions Financial,52400000,3820203463,9/13/2016,False Claims Act and related,,,,,0
2016,DoJ/US AG,agency action,Justice Department Civil Division,federal,1200000000,Wells,,civil,"Wells Fargo Bank, National Association",,Wells Fargo,USA,California,US9497461015,financial services,publicly traded,banking,WFC,"The Department of Justice announced the settlement of civil mortgage fraud claims against Wells Fargo Bank, N.A. stemming from its participation in the Federal Housing Administration Direct Endorsement Lender Program. In the settlement, Wells Fargo agreed to pay $1.2 billion and admitted, acknowledged and accepted responsibility for, among other things, certifying to the Department of Housing and Urban Development, during the period from May 2001 through December 2008, that certain residential home mortgage loans were eligible for FHA insurance when in fact they were not, resulting in the government having to pay FHA insurance claims when some of those loans defaulted.",,,,,,,https://www.justice.gov/opa/pr/wells-fargo-bank-agrees-pay-12-billion-improper-mortgage-lending-practices,,,,,government-contracting-related offenses,,,Wells Fargo,1200000000,3820203463,4/8/2016,False Claims Act and related,,,,fraud,0
2016,DoJ/US AG,agency action,Justice Department Civil Division,federal,64000000,M&T Bank,,civil,M&T Bank Corp.,,M&T Bank,USA,New York,US55261F1049,financial services,publicly traded,banking,MTB,M&T Bank Corp. agreed to pay $64 million to resolve allegations that it violated the False Claims Act by knowingly originating and underwriting mortgage loans insured by the U.S. Department of Housing and Urban Development's Federal Housing Administration that did not meet applicable requirements.,,,,,,,https://www.justice.gov/opa/pr/mt-bank-agrees-pay-64-million-resolve-alleged-false-claims-act-liability-arising-fha-insured,,,,,government-contracting-related offenses,,,M&T Bank,64000000,3820203463,5/13/2016,False Claims Act and related,,,,,0
2016,DoJ/US AG,agency action,Justice Department Civil Division,federal,83000000,Truist,,civil,Branch Banking & Trust Company (BB&T),,Truist Financial,USA,North Carolina,US89832Q1094,financial services,publicly traded,banking,TFC,Branch Banking & Trust Company (BB&T) agreed to pay the United States $83 million to resolve allegations that it violated the False Claims Act by knowingly originating and underwriting mortgage loans insured by the U.S. Department of Housing and Urban Development's Federal Housing Administration that did not meet applicable requirements.,,,,,,,https://www.justice.gov/opa/pr/branch-banking-trust-company-agrees-pay-83-million-resolve-alleged-false-claims-act-liability,,,,,government-contracting-related offenses,,,BB&T,83000000,3820203463,9/29/2016,False Claims Act and related,,,SunTrust Banks and BB&T merged and formed Truist Financial in 2019,,0
2016,DoJ/US AG,agency action,U.S. Attorney-District of Maryland,federal,9500000,PNC,,civil,PNC Bank N.A.,,PNC Financial Services,USA,Pennsylvania,US6934751057,financial services,publicly traded,banking,PNC,PNC Bank N.A. agreed to pay the United States $9.5 million to settle claims under the False Claims Act in connection with the issuance of loans guaranteed by the U.S. Small Business Administration.,,,,,,,https://www.justice.gov/usao-md/pr/pnc-bank-pay-95-million-failing-engage-prudent-underwriting-practices-loans-guaranteed-us,,,,,government-contracting-related offenses,,,PNC Financial Services,9500000,3820203463,8/16/2016,False Claims Act and related,,,,,0
2017,DoJ/US AG,agency action,Justice Department Civil Division,federal,74453802,Ocwen,,civil,PHH Corp.,,Ocwen Financial,USA,Georgia,US6757466064,financial services,publicly traded,financial services,OCN,"PHH Corp. PHH Mortgage Corp. and PHH Home Loans agreed to pay the United States $74,453,802 to resolve allegations that they violated the False Claims Act by knowingly originating and underwriting mortgage loans insured by the U.S. Department of Housing and Urban Development's Federal Housing Administration, guaranteed by the United States Department of Veterans Affairs, and purchased by Fannie Mae and Freddie Mac that did not meet applicable requirements.",,,,,,,https://www.justice.gov/opa/pr/phh-agrees-pay-over-74-million-resolve-alleged-false-claims-act-liability-arising-mortgage,,,,,government-contracting-related offenses,,,PHH Corp.,74453802,3820203463,8/8/2017,False Claims Act and related,,,Ocwen bought PHH in 2018,mortgage abuses,0
2017,DoJ/US AG,agency action,U.S. Attorney-District of New Jersey,federal,2000000,Progressive,,civil,Progressive Casualty Insurance Co. and Progressive Garden State Insurance Co.,,Progressive,USA,Ohio,US7433151039,financial services,publicly traded,insurance,PGR,Two insurance companies that are part of one of the largest providers of automobile insurance in the United States agreed to pay more than $2 million to resolve allegations that they violated the False Claims Act by causing Medicare and Medicaid to pay for claims for which the companies were responsible.,,,,,,,https://www.justice.gov/usao-nj/pr/two-insurance-companies-agree-pay-more-2-million-resolve-false-claims-act-allegations,,,,,government-contracting-related offenses,,,Progressive,2000000,3820203463,11/14/2017,False Claims Act and related,,,,,0
2017,DoJ/US AG,agency action,Justice Department Civil Division,federal,11692149,1st Horizon,,civil,IBERIABANK,,First Horizon National,USA,Tennessee,US3205171057,financial services,publicly traded,banking,FHN,"IBERIABANK Corporation, IBERIABANK and IBERIABANK Mortgage Company agreed to pay the United States $11,692,149 to resolve allegations that they violated the False Claims Act by falsely certifying they were complying with Federal requirements in order to obtain insurance on mortgage loans from the Federal Housing Administration.",,,,,,,https://www.justice.gov/opa/pr/iberiabank-agrees-pay-over-116-million-resolve-alleged-false-claims-act-liability-submitting,,,,,government-contracting-related offenses,,,IBERIABANK,11692149,3820203463,12/8/2017,False Claims Act and related,,,First Horizon acquired IBERIABANK in 2020.,,0
2017,DoJ/US AG,agency action,U.S. Attorney-Southern District of New York,federal,2118861,HSBC,,civil,HSBC Bank USA N.A.,,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,,,,,,,,https://www.justice.gov/usao-sdny/pr/acting-manhattan-us-attorney-settles-civil-lawsuit-against-hsbc-bank-usa-na-regarding,,,,,government-contracting-related offenses,,,HSBC,2118861,3820203463,4/14/2017,False Claims Act and related,,,,,0
2013,Other Federal,agency action,Centers for Medicare & Medicaid Services,federal,150000,Globe Life Inc.,,civil,Torchmark Corporation,,Globe Life Inc.,USA,Texas,US37959E1029,financial services,publicly traded,insurance,GL,improper contract administration,,,,,,,https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html,,,,,healthcare-related offenses,,,Globe Life Inc.,150000,190000,4/3/2013,Medicare Parts C and D Enforcement Action,,,In 2019 Torchmark Corporation changed its name to Globe Life Inc.,,0
2014,Other Federal,agency action,Centers for Medicare & Medicaid Services,federal,40000,Globe Life Inc.,,civil,Torchmark Corporation,,Globe Life Inc.,USA,Texas,US37959E1029,financial services,publicly traded,insurance,GL,improper contract administration,,,,,,,https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html,,,,,healthcare-related offenses,,,Globe Life Inc.,40000,190000,9/19/2014,Medicare Parts C and D Enforcement Action,,,In 2019 Torchmark Corporation changed its name to Globe Life Inc.,,0
2005,Other Federal,agency action,Federal Election Commission,federal,54078,Highmark Inc.,,civil,"Highmark, Inc.",,Highmark Inc.,USA,Pennsylvania,,financial services,non-profit,insurance,,,,,,,,,https://www.fec.gov/data/legal/matter-under-review/5645/,,,,,miscellaneous offenses,,,Highmark Inc.,54078,86078,12/5/2005,campaign finance violation,,,,,0
2018,SEC/FINRA,agency action,Securities and Exchange Commission,federal,2750000,TD,,civil,Convergex Execution Solutions LLC,,Toronto-Dominion Bank,Canada,,CA8911605092,financial services,publicly traded,banking,TD,,,,,,,,https://www.sec.gov/news/press-release/2018-191,,,,,miscellaneous offenses,,,Cowen Inc.,2750000,213085000,9/13/2018,data submission deficiencies,,,Toronto-Dominion bought Cowen in 2023.,,0
2008,CFTC,agency action,Commodity Futures Trading Commission,federal,25000,BNP,,civil,"BNP Paribas Commodity Futures, Ltd.",,BNP Paribas,France,,FR0000131104,financial services,publicly traded,banking,,"The U.S. Commodity Futures Trading Commission announced that BNP Paribas Commodity Futures, Ltd. would pay a $25,000 civil monetary penalty to settle charges that it failed to provide to the CFTC timely and accurate account information for a reportable large trader account, as required by CFTC regulations.",,,,,,,http://www.cftc.gov/PressRoom/PressReleases/pr5470-08,,,,,miscellaneous offenses,,,BNP Paribas,25000,213085000,3/12/2008,data submission deficiencies,,,,,0
2016,CFTC,agency action,Commodity Futures Trading Commission,federal,450000,Soc Gen,,civil,Societe Generale,,Societe Generale,France,,FR0000130809,financial services,publicly traded,banking,,,,,,,,,http://www.cftc.gov/PressRoom/PressReleases/pr7496-16,,,,,miscellaneous offenses,,,Societe Generale,450000,213085000,12/7/2016,data submission deficiencies,,,,,0
2015,CFTC,agency action,Commodity Futures Trading Commission,federal,2500000,DB,,civil,Deutsche Bank AG,,Deutsche Bank,Germany,,DE0005140008,financial services,publicly traded,banking & securities,,The U.S. Commodity Futures Trading Commission issued an Order filing and simultaneously settling charges against Deutsche Bank AG for failing to properly report its swaps transactions from in or about January 2013 until July 2015.,,,,,,,http://www.cftc.gov/PressRoom/PressReleases/pr7255-15,,,,,miscellaneous offenses,,,Deutsche Bank,2500000,213085000,9/30/2015,data submission deficiencies,,,,,0
2013,CFTC,agency action,Commodity Futures Trading Commission,federal,175000,Mizuho Financial,,civil,Mizuho Securities USA Inc.,,Mizuho Financial,Japan,,JP3885780001,financial services,publicly traded,banking,MFG,The U.S. Commodity Futures Trading Commission settled charges against Mizuho Securities USA Inc. for failing to provide timely notice to the CFTC of secured fund deficiencies for failing to diligently supervise its employees.,,,,,,,http://www.cftc.gov/PressRoom/PressReleases/pr6491-13,,,,,miscellaneous offenses,,,Mizuho Financial,175000,213085000,1/3/2013,data submission deficiencies,,,,financial institution supervision failures,0
2009,CFTC,agency action,Commodity Futures Trading Commission,federal,50000,UBS,,civil,"UBS Fund Advisor, LLC",,UBS,Switzerland,,CH0244767585,financial services,publicly traded,banking & securities,NYSE: UBS,,,,,,,,http://www.cftc.gov/PressRoom/PressReleases/pr5596-09,,,,,miscellaneous offenses,,,UBS,50000,213085000,1/9/2009,data submission deficiencies,,,,securities issuance or trading violation,0
